user_id,seq,channel,touch_date
U000067,1,Paid Search,2025-07-01
U000068,1,Paid Search,2025-07-01
U000036,1,Paid Search,2025-07-01
U000062,1,Paid Search,2025-07-01
U000053,1,Display,2025-06-29
U000053,2,Paid Search,2025-07-01
U000066,1,SEO,2025-06-19
U000066,2,Paid Search,2025-07-01
U000051,1,Paid Search,2025-07-01
U000052,1,SEO,2025-06-24
U000052,2,Paid Search,2025-07-01
U000039,1,Paid Search,2025-07-01
U000041,1,Paid Search,2025-07-01
U000042,1,Paid Search,2025-07-01
U000043,1,Paid Social,2025-06-08
U000043,2,Display,2025-06-24
U000043,3,Paid Search,2025-07-01
U000044,1,Paid Social,2025-06-02
U000044,2,Paid Search,2025-07-01
U000040,1,Paid Search,2025-06-21
U000040,2,Paid Search,2025-07-01
U000046,1,SEO,2025-06-25
U000046,2,Paid Search,2025-07-01
U000050,1,Paid Social,2025-06-05
U000050,2,Paid Search,2025-07-01
U000045,1,Display,2025-06-02
U000045,2,Paid Search,2025-07-01
U000049,1,Email,2025-06-07
U000049,2,Paid Search,2025-07-01
U000038,1,Display,2025-06-02
U000038,2,Paid Search,2025-07-01
U000048,1,Display,2025-06-05
U000048,2,Paid Search,2025-07-01
U000047,1,Paid Search,2025-07-01
U000217,1,Paid Search,2025-06-05
U000217,2,Email,2025-06-09
U000217,3,SEO,2025-06-18
U000217,4,Paid Social,2025-07-02
U000229,1,Display,2025-06-09
U000229,2,Paid Social,2025-06-17
U000229,3,Paid Social,2025-07-02
U000227,1,Paid Social,2025-07-02
U000226,1,Display,2025-06-03
U000226,2,Paid Social,2025-07-02
U000224,1,Email,2025-06-07
U000224,2,Paid Social,2025-07-02
U000223,1,Display,2025-06-12
U000223,2,Paid Social,2025-07-02
U000222,1,Paid Search,2025-06-07
U000222,2,Paid Social,2025-07-02
U000221,1,Paid Social,2025-06-22
U000221,2,Referral,2025-06-26
U000221,3,Paid Social,2025-07-02
U000220,1,SEO,2025-06-23
U000220,2,Paid Social,2025-07-02
U000219,1,Email,2025-06-15
U000219,2,SEO,2025-06-16
U000219,3,Paid Social,2025-07-02
U000218,1,SEO,2025-06-30
U000218,2,Paid Social,2025-07-02
U000228,1,Display,2025-06-03
U000228,2,Referral,2025-06-16
U000228,3,Paid Search,2025-06-16
U000228,4,Paid Social,2025-07-02
U000225,1,Paid Social,2025-07-02
U000210,1,Display,2025-06-18
U000210,2,Paid Social,2025-07-02
U000215,1,Display,2025-06-04
U000215,2,Paid Social,2025-07-02
U000214,1,Paid Social,2025-07-02
U000213,1,Paid Social,2025-07-02
U000212,1,Paid Social,2025-06-19
U000212,2,Paid Social,2025-07-02
U000211,1,Paid Social,2025-07-02
U000209,1,Display,2025-06-18
U000209,2,Paid Social,2025-07-02
U000208,1,Paid Social,2025-07-02
U000207,1,Paid Social,2025-07-02
U000206,1,Email,2025-06-04
U000206,2,SEO,2025-06-04
U000206,3,Paid Search,2025-06-08
U000206,4,Paid Social,2025-07-02
U000205,1,Paid Social,2025-06-03
U000205,2,Paid Social,2025-07-02
U000204,1,Paid Social,2025-07-02
U000230,1,Display,2025-06-05
U000230,2,Email,2025-06-16
U000230,3,Paid Social,2025-06-29
U000230,4,Paid Social,2025-07-02
U000203,1,Paid Social,2025-07-02
U000216,1,Paid Social,2025-07-02
U000231,1,Paid Social,2025-07-02
U000247,1,Email,2025-06-18
U000247,2,Display,2025-06-20
U000247,3,SEO,2025-07-02
U000233,1,Paid Search,2025-06-06
U000233,2,Paid Social,2025-07-02
U000202,1,Display,2025-06-21
U000202,2,Paid Social,2025-07-02
U000260,1,Email,2025-06-04
U000260,2,SEO,2025-07-02
U000259,1,Referral,2025-06-14
U000259,2,SEO,2025-07-02
U000258,1,SEO,2025-06-07
U000258,2,SEO,2025-07-02
U000257,1,SEO,2025-06-03
U000257,2,Paid Social,2025-06-07
U000257,3,Display,2025-06-16
U000257,4,Paid Search,2025-06-24
U000257,5,SEO,2025-07-02
U000256,1,Paid Social,2025-06-07
U000256,2,Display,2025-06-14
U000256,3,SEO,2025-07-02
U000255,1,SEO,2025-07-02
U000254,1,Display,2025-06-16
U000254,2,Email,2025-06-21
U000254,3,SEO,2025-07-02
U000253,1,SEO,2025-07-02
U000252,1,Paid Social,2025-06-03
U000252,2,Paid Search,2025-06-10
U000252,3,SEO,2025-06-11
U000252,4,SEO,2025-07-02
U000251,1,Email,2025-06-18
U000251,2,SEO,2025-07-02
U000250,1,Paid Social,2025-06-03
U000250,2,Display,2025-06-17
U000250,3,SEO,2025-07-02
U000249,1,SEO,2025-07-02
U000248,1,SEO,2025-07-02
U000246,1,Paid Social,2025-06-19
U000246,2,Paid Social,2025-06-24
U000246,3,SEO,2025-07-02
U000245,1,SEO,2025-07-02
U000244,1,SEO,2025-06-05
U000244,2,SEO,2025-07-02
U000243,1,Paid Social,2025-06-09
U000243,2,SEO,2025-07-02
U000242,1,Display,2025-06-07
U000242,2,Display,2025-06-25
U000242,3,Referral,2025-07-02
U000241,1,Referral,2025-07-02
U000240,1,Referral,2025-07-02
U000239,1,Paid Social,2025-06-18
U000239,2,Referral,2025-07-02
U000238,1,Email,2025-06-06
U000238,2,Referral,2025-07-02
U000237,1,Email,2025-06-09
U000237,2,Referral,2025-07-02
U000236,1,Display,2025-06-08
U000236,2,Email,2025-06-21
U000236,3,Paid Social,2025-06-28
U000236,4,Referral,2025-07-02
U000235,1,Email,2025-06-20
U000235,2,Referral,2025-07-02
U000234,1,Referral,2025-06-10
U000234,2,Paid Social,2025-07-02
U000232,1,Paid Social,2025-06-04
U000232,2,Paid Social,2025-07-02
U000201,1,Paid Social,2025-07-02
U000161,1,Paid Social,2025-06-11
U000161,2,Email,2025-07-02
U000199,1,Paid Search,2025-07-02
U000167,1,Email,2025-06-03
U000167,2,Display,2025-06-08
U000167,3,Paid Search,2025-07-02
U000166,1,Display,2025-06-06
U000166,2,SEO,2025-06-07
U000166,3,Referral,2025-06-13
U000166,4,Paid Search,2025-07-02
U000165,1,Display,2025-06-03
U000165,2,Paid Search,2025-07-02
U000164,1,Paid Social,2025-06-05
U000164,2,Display,2025-06-11
U000164,3,Email,2025-07-02
U000163,1,Display,2025-06-16
U000163,2,Referral,2025-06-22
U000163,3,Email,2025-07-02
U000162,1,Email,2025-07-02
U000160,1,Display,2025-06-11
U000160,2,Email,2025-06-23
U000160,3,Email,2025-07-02
U000159,1,Paid Social,2025-06-09
U000159,2,Display,2025-06-26
U000159,3,Referral,2025-06-26
U000159,4,Email,2025-07-02
U000158,1,Paid Search,2025-06-08
U000158,2,Email,2025-07-02
U000157,1,Email,2025-07-02
U000156,1,Email,2025-06-09
U000156,2,Email,2025-07-02
U000154,1,Paid Search,2025-06-20
U000154,2,Display,2025-06-29
U000154,3,Email,2025-07-02
U000153,1,Email,2025-07-02
U000152,1,Display,2025-06-14
U000152,2,Email,2025-07-02
U000151,1,Paid Social,2025-06-12
U000151,2,Paid Social,2025-06-15
U000151,3,Email,2025-07-02
U000150,1,Email,2025-07-02
U000149,1,Display,2025-06-28
U000149,2,Email,2025-07-02
U000148,1,Email,2025-07-02
U000147,1,SEO,2025-06-06
U000147,2,Email,2025-07-02
U000146,1,Paid Social,2025-06-13
U000146,2,Email,2025-07-02
U000145,1,Display,2025-07-02
U000144,1,Display,2025-07-02
U000143,1,Display,2025-06-19
U000143,2,Display,2025-07-02
U000142,1,Email,2025-06-12
U000142,2,Display,2025-07-02
U000141,1,SEO,2025-06-11
U000141,2,Email,2025-06-22
U000141,3,Display,2025-07-02
U000140,1,Paid Social,2025-06-07
U000140,2,Display,2025-07-02
U000200,1,SEO,2025-06-14
U000200,2,Paid Search,2025-07-02
U000168,1,Display,2025-06-10
U000168,2,Referral,2025-06-16
U000168,3,Display,2025-06-30
U000168,4,Paid Search,2025-07-02
U000169,1,Referral,2025-06-12
U000169,2,SEO,2025-06-16
U000169,3,Paid Search,2025-07-02
U000155,1,Paid Social,2025-06-06
U000155,2,Email,2025-07-02
U000171,1,Display,2025-06-16
U000171,2,Paid Search,2025-06-18
U000171,3,Email,2025-06-23
U000171,4,Referral,2025-06-24
U000171,5,Paid Search,2025-07-02
U000170,1,Paid Social,2025-06-16
U000170,2,Paid Search,2025-07-02
U000197,1,SEO,2025-06-18
U000197,2,Paid Search,2025-07-02
U000196,1,Paid Social,2025-06-12
U000196,2,SEO,2025-06-15
U000196,3,Email,2025-06-20
U000196,4,Paid Search,2025-07-02
U000195,1,Email,2025-06-07
U000195,2,Paid Search,2025-07-02
U000194,1,Referral,2025-06-16
U000194,2,Paid Search,2025-07-01
U000194,3,Paid Search,2025-07-02
U000193,1,Paid Social,2025-06-16
U000193,2,Paid Search,2025-07-02
U000192,1,Display,2025-06-08
U000192,2,Display,2025-06-18
U000192,3,Paid Search,2025-07-02
U000191,1,Display,2025-06-07
U000191,2,Referral,2025-06-11
U000191,3,Paid Search,2025-07-02
U000190,1,Paid Social,2025-06-05
U000190,2,Referral,2025-06-23
U000190,3,Paid Search,2025-07-02
U000189,1,Email,2025-06-18
U000189,2,Paid Search,2025-07-02
U000188,1,Email,2025-06-08
U000188,2,Paid Search,2025-07-02
U000187,1,Paid Search,2025-07-02
U000186,1,Paid Search,2025-07-02
U000185,1,Paid Search,2025-07-02
U000198,1,Paid Search,2025-07-02
U000183,1,Paid Search,2025-06-10
U000183,2,Display,2025-06-20
U000183,3,Paid Search,2025-07-02
U000184,1,SEO,2025-06-06
U000184,2,Email,2025-06-07
U000184,3,Paid Search,2025-07-02
U000173,1,Paid Search,2025-06-05
U000173,2,Paid Search,2025-06-09
U000173,3,Paid Search,2025-07-02
U000174,1,Paid Search,2025-06-27
U000174,2,Paid Search,2025-07-02
U000175,1,Email,2025-06-04
U000175,2,SEO,2025-06-13
U000175,3,Paid Search,2025-07-02
U000176,1,Paid Search,2025-07-02
U000177,1,SEO,2025-06-11
U000177,2,Paid Search,2025-07-02
U000172,1,Email,2025-06-04
U000172,2,Email,2025-06-04
U000172,3,Email,2025-06-08
U000172,4,Paid Search,2025-07-02
U000178,1,Paid Search,2025-07-02
U000179,1,Display,2025-06-04
U000179,2,Paid Search,2025-07-02
U000180,1,Display,2025-06-14
U000180,2,Paid Search,2025-06-15
U000180,3,Paid Search,2025-06-17
U000180,4,Paid Search,2025-07-02
U000181,1,Paid Search,2025-07-02
U000182,1,Paid Social,2025-06-10
U000182,2,Email,2025-06-11
U000182,3,SEO,2025-06-22
U000182,4,Paid Search,2025-07-02
U000341,1,SEO,2025-06-04
U000341,2,Paid Social,2025-06-26
U000341,3,Paid Search,2025-07-01
U000341,4,Paid Social,2025-07-03
U000342,1,SEO,2025-06-04
U000342,2,Paid Social,2025-07-03
U000343,1,Paid Social,2025-06-23
U000343,2,Paid Social,2025-07-03
U000352,1,Paid Social,2025-06-11
U000352,2,Paid Social,2025-07-03
U000344,1,Paid Social,2025-07-03
U000345,1,Paid Social,2025-06-09
U000345,2,Email,2025-07-03
U000345,3,Paid Social,2025-07-03
U000347,1,Display,2025-06-14
U000347,2,Paid Social,2025-07-03
U000351,1,Paid Social,2025-07-03
U000348,1,Display,2025-06-13
U000348,2,Paid Social,2025-07-03
U000349,1,Paid Social,2025-06-22
U000349,2,Paid Social,2025-07-03
U000350,1,Display,2025-06-05
U000350,2,Paid Social,2025-06-21
U000350,3,Paid Social,2025-07-03
U000340,1,Paid Search,2025-07-03
U000346,1,Paid Search,2025-06-05
U000346,2,Paid Search,2025-06-21
U000346,3,Paid Social,2025-07-03
U000339,1,SEO,2025-06-06
U000339,2,Paid Search,2025-07-03
U000333,1,SEO,2025-06-12
U000333,2,Email,2025-06-15
U000333,3,Display,2025-06-18
U000333,4,Paid Search,2025-07-03
U000337,1,Paid Social,2025-06-10
U000337,2,Paid Search,2025-07-03
U000336,1,Paid Social,2025-06-10
U000336,2,Display,2025-06-12
U000336,3,Paid Search,2025-07-03
U000335,1,SEO,2025-06-23
U000335,2,Paid Search,2025-07-03
U000334,1,Paid Social,2025-06-11
U000334,2,Paid Search,2025-07-03
U000332,1,Email,2025-06-18
U000332,2,Paid Search,2025-07-03
U000331,1,Paid Social,2025-06-06
U000331,2,Paid Search,2025-07-03
U000330,1,Paid Search,2025-06-09
U000330,2,Paid Search,2025-07-03
U000329,1,Display,2025-06-05
U000329,2,Paid Search,2025-07-03
U000328,1,Paid Search,2025-07-03
U000327,1,Paid Search,2025-07-03
U000326,1,Display,2025-06-07
U000326,2,Paid Search,2025-07-03
U000325,1,Paid Search,2025-07-03
U000353,1,Paid Social,2025-06-21
U000353,2,Paid Social,2025-07-03
U000338,1,Paid Search,2025-07-03
U000354,1,Display,2025-06-14
U000354,2,Display,2025-06-22
U000354,3,Paid Social,2025-07-03
U000385,1,Display,2025-06-04
U000385,2,Referral,2025-06-07
U000385,3,Paid Search,2025-06-10
U000385,4,SEO,2025-07-03
U000356,1,Paid Social,2025-07-03
U000324,1,Paid Social,2025-06-11
U000324,2,Paid Search,2025-07-03
U000383,1,Paid Social,2025-06-17
U000383,2,SEO,2025-07-03
U000382,1,SEO,2025-07-03
U000381,1,Paid Search,2025-06-15
U000381,2,SEO,2025-07-03
U000380,1,Display,2025-06-06
U000380,2,SEO,2025-07-03
U000379,1,SEO,2025-07-03
U000378,1,Email,2025-06-17
U000378,2,SEO,2025-07-03
U000377,1,SEO,2025-07-03
U000376,1,SEO,2025-07-03
U000375,1,Paid Social,2025-06-11
U000375,2,Paid Social,2025-06-14
U000375,3,SEO,2025-07-03
U000374,1,Display,2025-06-10
U000374,2,SEO,2025-07-03
U000373,1,Display,2025-06-16
U000373,2,Referral,2025-07-03
U000372,1,Paid Search,2025-06-13
U000372,2,Referral,2025-07-03
U000355,1,SEO,2025-06-16
U000355,2,Paid Social,2025-07-03
U000371,1,Referral,2025-07-03
U000369,1,Paid Search,2025-06-07
U000369,2,Referral,2025-07-03
U000368,1,Email,2025-06-13
U000368,2,Referral,2025-07-03
U000367,1,Display,2025-06-05
U000367,2,Referral,2025-07-03
U000366,1,Paid Social,2025-06-07
U000366,2,Referral,2025-07-03
U000365,1,Display,2025-06-05
U000365,2,Paid Social,2025-07-03
U000364,1,Referral,2025-06-06
U000364,2,Paid Social,2025-07-03
U000363,1,Paid Social,2025-07-03
U000362,1,Display,2025-06-04
U000362,2,SEO,2025-06-06
U000362,3,Display,2025-06-12
U000362,4,Email,2025-06-22
U000362,5,Paid Social,2025-07-03
U000361,1,Paid Social,2025-07-03
U000360,1,Paid Social,2025-07-03
U000359,1,Paid Social,2025-06-07
U000359,2,Paid Social,2025-07-03
U000358,1,Paid Social,2025-06-06
U000358,2,Paid Social,2025-07-03
U000357,1,Paid Social,2025-07-03
U000370,1,Referral,2025-07-03
U000323,1,Paid Social,2025-06-14
U000323,2,Referral,2025-06-25
U000323,3,Paid Search,2025-07-03
U000384,1,SEO,2025-07-03
U000321,1,Paid Search,2025-07-03
U000288,1,Paid Social,2025-06-05
U000288,2,Email,2025-07-03
U000287,1,Email,2025-07-03
U000286,1,Email,2025-07-03
U000285,1,Email,2025-07-03
U000284,1,Email,2025-07-03
U000283,1,Display,2025-06-25
U000283,2,Paid Social,2025-06-27
U000283,3,Email,2025-07-03
U000282,1,SEO,2025-06-13
U000282,2,Email,2025-07-03
U000281,1,Display,2025-06-20
U000281,2,Email,2025-07-03
U000280,1,Email,2025-07-03
U000279,1,Email,2025-07-03
U000278,1,Display,2025-06-27
U000278,2,Email,2025-07-03
U000277,1,Paid Search,2025-06-09
U000277,2,Paid Search,2025-06-21
U000277,3,Email,2025-07-03
U000276,1,Email,2025-07-03
U000289,1,Email,2025-07-03
U000275,1,Email,2025-07-03
U000272,1,Email,2025-07-03
U000271,1,Paid Search,2025-06-12
U000271,2,Email,2025-07-03
U000270,1,Email,2025-07-03
U000269,1,Email,2025-07-03
U000268,1,Email,2025-07-03
U000267,1,Paid Search,2025-06-07
U000267,2,Display,2025-07-03
U000266,1,Display,2025-07-03
U000265,1,Display,2025-07-03
U000264,1,Display,2025-07-03
U000263,1,Display,2025-07-03
U000262,1,Display,2025-07-03
U000322,1,SEO,2025-06-22
U000322,2,Paid Search,2025-07-03
U000261,1,Paid Search,2025-06-12
U000261,2,Email,2025-06-25
U000261,3,Display,2025-07-03
U000274,1,Email,2025-06-13
U000274,2,Email,2025-07-03
U000290,1,Email,2025-07-03
U000273,1,Email,2025-07-03
U000292,1,Paid Social,2025-06-13
U000292,2,Paid Social,2025-06-22
U000292,3,Email,2025-07-03
U000291,1,Paid Social,2025-06-16
U000291,2,Email,2025-07-03
U000320,1,Paid Search,2025-07-03
U000319,1,Paid Search,2025-07-03
U000318,1,SEO,2025-06-13
U000318,2,SEO,2025-06-19
U000318,3,SEO,2025-06-20
U000318,4,Display,2025-06-24
U000318,5,Paid Search,2025-07-03
U000317,1,Paid Search,2025-07-03
U000316,1,Paid Social,2025-06-08
U000316,2,Paid Search,2025-07-03
U000315,1,Paid Social,2025-06-05
U000315,2,Display,2025-06-06
U000315,3,Paid Social,2025-06-12
U000315,4,Paid Search,2025-07-03
U000314,1,Paid Search,2025-07-03
U000312,1,Email,2025-06-14
U000312,2,Paid Search,2025-07-03
U000311,1,Display,2025-06-07
U000311,2,Email,2025-06-14
U000311,3,Paid Social,2025-06-21
U000311,4,Paid Search,2025-07-03
U000310,1,Paid Search,2025-07-03
U000309,1,Paid Search,2025-07-03
U000308,1,Paid Search,2025-07-03
U000307,1,SEO,2025-06-29
U000307,2,Paid Search,2025-07-03
U000313,1,Paid Social,2025-06-25
U000313,2,Paid Search,2025-07-03
U000297,1,Paid Search,2025-07-03
U000305,1,Paid Search,2025-06-14
U000305,2,Email,2025-06-23
U000305,3,Paid Social,2025-06-24
U000305,4,Paid Search,2025-07-03
U000304,1,Paid Search,2025-07-03
U000303,1,Referral,2025-06-07
U000303,2,Email,2025-06-21
U000303,3,SEO,2025-06-25
U000303,4,Paid Search,2025-07-03
U000302,1,Paid Search,2025-07-03
U000301,1,Paid Search,2025-06-20
U000301,2,Paid Search,2025-07-03
U000300,1,Paid Social,2025-06-04
U000300,2,Email,2025-06-10
U000300,3,Paid Search,2025-07-03
U000299,1,Paid Search,2025-07-03
U000298,1,Paid Search,2025-06-16
U000298,2,Display,2025-06-26
U000298,3,Paid Search,2025-07-03
U000296,1,Paid Search,2025-07-03
U000295,1,Display,2025-06-07
U000295,2,Email,2025-07-03
U000294,1,Paid Search,2025-06-12
U000294,2,Email,2025-07-03
U000306,1,Paid Social,2025-06-18
U000306,2,Paid Search,2025-07-03
U000293,1,Referral,2025-06-15
U000293,2,Email,2025-07-03
U000483,1,Paid Social,2025-06-14
U000483,2,Paid Social,2025-07-04
U000482,1,Paid Social,2025-07-04
U000493,1,Paid Social,2025-07-04
U000484,1,Email,2025-06-11
U000484,2,Paid Social,2025-07-04
U000480,1,Email,2025-06-08
U000480,2,Email,2025-06-11
U000480,3,Paid Social,2025-07-04
U000481,1,Email,2025-06-06
U000481,2,Paid Social,2025-07-04
U000485,1,Email,2025-06-23
U000485,2,Paid Social,2025-07-04
U000492,1,Paid Social,2025-07-04
U000487,1,Paid Search,2025-06-14
U000487,2,Email,2025-06-16
U000487,3,SEO,2025-06-25
U000487,4,Paid Social,2025-07-04
U000488,1,Paid Social,2025-07-04
U000489,1,Paid Social,2025-07-04
U000490,1,SEO,2025-06-13
U000490,2,Paid Social,2025-07-04
U000491,1,Email,2025-06-12
U000491,2,Paid Social,2025-07-04
U000479,1,Referral,2025-06-05
U000479,2,SEO,2025-06-13
U000479,3,Paid Social,2025-07-04
U000486,1,Email,2025-06-09
