user_id,signup_date,country,channel,converted,months_active,commission_revenue,ltv
U000125,2025-07-01,BR,SEO,0,0,0.0,0.0
U000124,2025-07-01,BR,SEO,1,13,146.96,231.0
U000123,2025-07-01,BR,SEO,0,0,0.0,0.0
U000109,2025-07-01,BR,Referral,0,0,0.0,0.0
U000110,2025-07-01,IN,Referral,0,0,0.0,0.0
U000111,2025-07-01,IN,Referral,1,3,32.92,128.7
U000112,2025-07-01,IN,Referral,0,0,0.0,0.0
U000113,2025-07-01,UK,Referral,1,13,613.9,343.2
U000114,2025-07-01,UK,Referral,0,0,0.0,0.0
U000107,2025-07-01,US,Paid Social,0,0,0.0,0.0
U000115,2025-07-01,UK,Referral,0,0,0.0,0.0
U000117,2025-07-01,UK,Referral,0,0,0.0,0.0
U000118,2025-07-01,UK,Referral,0,0,0.0,0.0
U000119,2025-07-01,US,Referral,1,1,26.64,386.1
U000120,2025-07-01,US,Referral,0,0,0.0,0.0
U000121,2025-07-01,US,Referral,1,2,63.94,386.1
U000122,2025-07-01,US,Referral,1,13,520.36,386.1
U000116,2025-07-01,UK,Referral,0,0,0.0,0.0
U000071,2025-07-01,US,Paid Search,0,0,0.0,0.0
U000100,2025-07-01,UK,Paid Social,1,13,453.99,158.4
U000069,2025-07-01,US,Paid Search,1,1,24.39,340.2
U000020,2025-07-01,US,Email,1,13,704.42,486.0
U000021,2025-07-01,US,Email,1,2,66.61,486.0
U000022,2025-07-01,US,Email,0,0,0.0,0.0
U000023,2025-07-01,US,Email,0,0,0.0,0.0
U000024,2025-07-01,BR,Paid Search,1,1,16.55,138.6
U000025,2025-07-01,BR,Paid Search,1,13,212.02,138.6
U000019,2025-07-01,US,Email,1,5,207.97,486.0
U000026,2025-07-01,BR,Paid Search,0,0,0.0,0.0
U000028,2025-07-01,DE,Paid Search,1,2,50.34,264.6
U000029,2025-07-01,DE,Paid Search,0,0,0.0,0.0
U000030,2025-07-01,DE,Paid Search,1,13,674.26,264.6
U000031,2025-07-01,DE,Paid Search,1,2,80.01,264.6
U000032,2025-07-01,DE,Paid Search,1,11,218.77,264.6
U000033,2025-07-01,DE,Paid Search,1,1,18.82,264.6
U000027,2025-07-01,BR,Paid Search,0,0,0.0,0.0
U000034,2025-07-01,DE,Paid Search,1,2,64.11,264.6
U000018,2025-07-01,UK,Email,0,0,0.0,0.0
U000016,2025-07-01,UK,Email,0,0,0.0,0.0
U000002,2025-07-01,UK,Display,0,0,0.0,0.0
U000003,2025-07-01,US,Display,0,0,0.0,0.0
U000004,2025-07-01,BR,Email,0,0,0.0,0.0
U000005,2025-07-01,BR,Email,1,1,24.58,198.0
U000070,2025-07-01,US,Paid Search,1,13,307.22,340.2
U000007,2025-07-01,IN,Email,1,6,87.97,162.0
U000017,2025-07-01,UK,Email,1,13,491.81,432.0
U000008,2025-07-01,IN,Email,1,1,11.91,162.0
U000010,2025-07-01,IN,Email,1,3,68.28,162.0
U000011,2025-07-01,IN,Email,1,13,277.28,162.0
U000012,2025-07-01,UK,Email,0,0,0.0,0.0
U000013,2025-07-01,UK,Email,1,12,263.77,432.0
U000014,2025-07-01,UK,Email,1,11,1014.48,432.0
U000015,2025-07-01,UK,Email,0,0,0.0,0.0
U000009,2025-07-01,IN,Email,0,0,0.0,0.0
U000035,2025-07-01,DE,Paid Search,1,13,742.4,264.6
U000006,2025-07-01,DE,Email,1,4,173.26,378.0
U000037,2025-07-01,DE,Paid Search,1,1,47.76,264.6
U000055,2025-07-01,UK,Paid Search,1,8,223.66,302.4
U000056,2025-07-01,UK,Paid Search,1,13,364.3,302.4
U000057,2025-07-01,UK,Paid Search,1,3,119.39,302.4
U000058,2025-07-01,UK,Paid Search,1,1,41.23,302.4
U000059,2025-07-01,US,Paid Search,1,13,995.87,340.2
U000060,2025-07-01,US,Paid Search,1,1,34.26,340.2
U000054,2025-07-01,UK,Paid Search,1,1,40.86,302.4
U000061,2025-07-01,US,Paid Search,1,1,20.02,340.2
U000063,2025-07-01,US,Paid Search,1,13,372.68,340.2
U000064,2025-07-01,US,Paid Search,1,4,193.91,340.2
U000065,2025-07-01,US,Paid Search,1,9,663.33,340.2
U000067,2025-07-01,US,Paid Search,0,0,0.0,0.0
U000068,2025-07-01,US,Paid Search,0,0,0.0,0.0
U000036,2025-07-01,DE,Paid Search,1,2,69.74,264.6
U000062,2025-07-01,US,Paid Search,1,13,699.3,340.2
U000053,2025-07-01,UK,Paid Search,1,13,331.69,302.4
U000066,2025-07-01,US,Paid Search,0,0,0.0,0.0
U000051,2025-07-01,UK,Paid Search,1,13,340.56,302.4
U000052,2025-07-01,UK,Paid Search,0,0,0.0,0.0
U000039,2025-07-01,DE,Paid Search,1,1,19.32,264.6
U000041,2025-07-01,DE,Paid Search,1,5,143.53,264.6
U000042,2025-07-01,DE,Paid Search,1,4,79.98,264.6
U000043,2025-07-01,IN,Paid Search,1,5,84.41,113.4
U000044,2025-07-01,IN,Paid Search,1,4,41.66,113.4
U000040,2025-07-01,DE,Paid Search,1,1,34.11,264.6
U000046,2025-07-01,IN,Paid Search,0,0,0.0,0.0
U000050,2025-07-01,UK,Paid Search,0,0,0.0,0.0
U000045,2025-07-01,IN,Paid Search,0,0,0.0,0.0
U000049,2025-07-01,IN,Paid Search,1,13,176.12,113.4
U000038,2025-07-01,DE,Paid Search,1,9,251.49,264.6
U000048,2025-07-01,IN,Paid Search,1,4,52.31,113.4
U000047,2025-07-01,IN,Paid Search,1,6,87.96,113.4
U000217,2025-07-02,UK,Paid Social,1,13,679.6,158.4
U000229,2025-07-02,US,Paid Social,0,0,0.0,0.0
U000227,2025-07-02,US,Paid Social,0,0,0.0,0.0
U000226,2025-07-02,US,Paid Social,0,0,0.0,0.0
U000224,2025-07-02,US,Paid Social,0,0,0.0,0.0
U000223,2025-07-02,UK,Paid Social,1,3,125.14,158.4
U000222,2025-07-02,UK,Paid Social,1,3,60.62,158.4
U000221,2025-07-02,UK,Paid Social,0,0,0.0,0.0
U000220,2025-07-02,UK,Paid Social,1,3,52.93,158.4
U000219,2025-07-02,UK,Paid Social,1,8,148.93,158.4
U000218,2025-07-02,UK,Paid Social,1,13,295.28,158.4
U000228,2025-07-02,US,Paid Social,0,0,0.0,0.0
U000225,2025-07-02,US,Paid Social,1,6,231.08,178.2
U000210,2025-07-02,IN,Paid Social,1,9,81.75,59.4
U000215,2025-07-02,UK,Paid Social,1,8,247.29,158.4
U000214,2025-07-02,UK,Paid Social,1,2,117.86,158.4
U000213,2025-07-02,UK,Paid Social,0,0,0.0,0.0
U000212,2025-07-02,IN,Paid Social,1,9,153.94,59.4
U000211,2025-07-02,IN,Paid Social,1,13,111.58,59.4
U000209,2025-07-02,IN,Paid Social,1,13,244.81,59.4
U000208,2025-07-02,DE,Paid Social,1,4,56.16,138.6
U000207,2025-07-02,DE,Paid Social,1,11,217.44,138.6
U000206,2025-07-02,DE,Paid Social,0,0,0.0,0.0
U000205,2025-07-02,DE,Paid Social,1,13,265.89,138.6
U000204,2025-07-02,DE,Paid Social,0,0,0.0,0.0
U000230,2025-07-02,US,Paid Social,1,6,278.33,178.2
U000203,2025-07-02,BR,Paid Social,0,0,0.0,0.0
U000216,2025-07-02,UK,Paid Social,1,10,225.62,158.4
U000231,2025-07-02,US,Paid Social,1,1,22.47,178.2
U000247,2025-07-02,DE,SEO,0,0,0.0,0.0
U000233,2025-07-02,US,Paid Social,0,0,0.0,0.0
U000202,2025-07-02,BR,Paid Social,1,13,141.12,72.6
U000260,2025-07-02,US,SEO,1,2,57.8,567.0
U000259,2025-07-02,US,SEO,0,0,0.0,0.0
U000258,2025-07-02,US,SEO,1,13,441.79,567.0
U000257,2025-07-02,US,SEO,0,0,0.0,0.0
U000256,2025-07-02,US,SEO,1,7,246.26,567.0
U000255,2025-07-02,US,SEO,1,11,491.43,567.0
U000254,2025-07-02,US,SEO,1,2,82.33,567.0
U000253,2025-07-02,UK,SEO,1,13,654.25,504.0
U000252,2025-07-02,UK,SEO,1,1,51.44,504.0
U000251,2025-07-02,UK,SEO,1,7,189.28,504.0
U000250,2025-07-02,IN,SEO,0,0,0.0,0.0
U000249,2025-07-02,DE,SEO,1,13,314.75,441.0
U000248,2025-07-02,DE,SEO,0,0,0.0,0.0
U000246,2025-07-02,DE,SEO,1,1,28.28,441.0
U000245,2025-07-02,DE,SEO,0,0,0.0,0.0
U000244,2025-07-02,BR,SEO,1,12,287.04,231.0
U000243,2025-07-02,BR,SEO,1,1,16.73,231.0
U000242,2025-07-02,US,Referral,1,5,120.07,386.1
U000241,2025-07-02,US,Referral,0,0,0.0,0.0
U000240,2025-07-02,US,Referral,1,3,80.67,386.1
U000239,2025-07-02,US,Referral,1,9,423.59,386.1
U000238,2025-07-02,UK,Referral,1,13,377.69,343.2
U000237,2025-07-02,UK,Referral,1,13,376.89,343.2
U000236,2025-07-02,DE,Referral,1,13,438.09,300.3
U000235,2025-07-02,BR,Referral,1,13,180.68,157.3
U000234,2025-07-02,US,Paid Social,1,7,154.66,178.2
U000232,2025-07-02,US,Paid Social,1,13,364.1,178.2
U000201,2025-07-02,BR,Paid Social,0,0,0.0,0.0
U000161,2025-07-02,US,Email,1,3,114.4,486.0
U000199,2025-07-02,US,Paid Search,0,0,0.0,0.0
U000167,2025-07-02,BR,Paid Search,1,2,16.46,138.6
U000166,2025-07-02,BR,Paid Search,1,13,206.97,138.6
U000165,2025-07-02,BR,Paid Search,1,13,231.79,138.6
U000164,2025-07-02,US,Email,1,3,151.83,486.0
U000163,2025-07-02,US,Email,1,11,700.28,486.0
U000162,2025-07-02,US,Email,1,13,909.68,486.0
U000160,2025-07-02,US,Email,0,0,0.0,0.0
U000159,2025-07-02,US,Email,1,2,113.91,486.0
U000158,2025-07-02,UK,Email,0,0,0.0,0.0
U000157,2025-07-02,UK,Email,1,2,76.44,432.0
U000156,2025-07-02,UK,Email,1,13,624.05,432.0
U000154,2025-07-02,UK,Email,0,0,0.0,0.0
U000153,2025-07-02,IN,Email,1,2,28.72,162.0
U000152,2025-07-02,DE,Email,1,3,135.97,378.0
U000151,2025-07-02,DE,Email,1,6,75.73,378.0
U000150,2025-07-02,DE,Email,1,13,316.07,378.0
U000149,2025-07-02,DE,Email,1,1,32.72,378.0
U000148,2025-07-02,DE,Email,0,0,0.0,0.0
U000147,2025-07-02,BR,Email,0,0,0.0,0.0
U000146,2025-07-02,BR,Email,0,0,0.0,0.0
U000145,2025-07-02,US,Display,0,0,0.0,0.0
U000144,2025-07-02,US,Display,0,0,0.0,0.0
U000143,2025-07-02,US,Display,1,3,60.91,121.5
U000142,2025-07-02,UK,Display,1,3,89.18,108.0
U000141,2025-07-02,IN,Display,1,1,6.66,40.5
U000140,2025-07-02,BR,Display,0,0,0.0,0.0
U000200,2025-07-02,US,Paid Search,0,0,0.0,0.0
U000168,2025-07-02,DE,Paid Search,1,3,104.93,264.6
U000169,2025-07-02,DE,Paid Search,1,13,436.97,264.6
U000155,2025-07-02,UK,Email,1,1,83.07,432.0
U000171,2025-07-02,DE,Paid Search,1,4,120.25,264.6
U000170,2025-07-02,DE,Paid Search,1,4,149.14,264.6
U000197,2025-07-02,US,Paid Search,1,13,495.95,340.2
U000196,2025-07-02,US,Paid Search,1,12,641.11,340.2
U000195,2025-07-02,US,Paid Search,0,0,0.0,0.0
U000194,2025-07-02,US,Paid Search,1,5,317.65,340.2
U000193,2025-07-02,US,Paid Search,0,0,0.0,0.0
U000192,2025-07-02,US,Paid Search,1,5,291.92,340.2
U000191,2025-07-02,US,Paid Search,0,0,0.0,0.0
U000190,2025-07-02,US,Paid Search,1,13,323.1,340.2
U000189,2025-07-02,US,Paid Search,1,7,321.81,340.2
U000188,2025-07-02,US,Paid Search,0,0,0.0,0.0
U000187,2025-07-02,UK,Paid Search,0,0,0.0,0.0
U000186,2025-07-02,UK,Paid Search,1,13,486.7,302.4
U000185,2025-07-02,UK,Paid Search,1,11,369.27,302.4
U000198,2025-07-02,US,Paid Search,0,0,0.0,0.0
U000183,2025-07-02,UK,Paid Search,1,13,243.71,302.4
U000184,2025-07-02,UK,Paid Search,1,11,247.04,302.4
U000173,2025-07-02,DE,Paid Search,1,4,114.85,264.6
U000174,2025-07-02,DE,Paid Search,0,0,0.0,0.0
U000175,2025-07-02,IN,Paid Search,1,13,275.33,113.4
U000176,2025-07-02,IN,Paid Search,1,11,165.94,113.4
U000177,2025-07-02,IN,Paid Search,0,0,0.0,0.0
U000172,2025-07-02,DE,Paid Search,1,1,26.12,264.6
U000178,2025-07-02,UK,Paid Search,0,0,0.0,0.0
U000179,2025-07-02,UK,Paid Search,0,0,0.0,0.0
U000180,2025-07-02,UK,Paid Search,0,0,0.0,0.0
U000181,2025-07-02,UK,Paid Search,1,13,510.3,302.4
U000182,2025-07-02,UK,Paid Search,0,0,0.0,0.0
U000341,2025-07-03,BR,Paid Social,1,13,151.94,72.6
U000342,2025-07-03,BR,Paid Social,0,0,0.0,0.0
U000343,2025-07-03,BR,Paid Social,0,0,0.0,0.0
U000352,2025-07-03,UK,Paid Social,1,4,139.17,158.4
U000344,2025-07-03,BR,Paid Social,1,2,29.49,72.6
U000345,2025-07-03,DE,Paid Social,1,11,404.63,138.6
U000347,2025-07-03,DE,Paid Social,1,11,156.96,138.6
U000351,2025-07-03,UK,Paid Social,0,0,0.0,0.0
U000348,2025-07-03,IN,Paid Social,0,0,0.0,0.0
U000349,2025-07-03,IN,Paid Social,0,0,0.0,0.0
U000350,2025-07-03,IN,Paid Social,0,0,0.0,0.0
U000340,2025-07-03,US,Paid Search,0,0,0.0,0.0
U000346,2025-07-03,DE,Paid Social,1,6,197.59,138.6
U000339,2025-07-03,US,Paid Search,1,3,99.58,340.2
U000333,2025-07-03,US,Paid Search,0,0,0.0,0.0
U000337,2025-07-03,US,Paid Search,0,0,0.0,0.0
U000336,2025-07-03,US,Paid Search,1,6,169.16,340.2
U000335,2025-07-03,US,Paid Search,1,13,508.46,340.2
U000334,2025-07-03,US,Paid Search,1,1,38.85,340.2
U000332,2025-07-03,US,Paid Search,1,9,313.1,340.2
U000331,2025-07-03,US,Paid Search,1,6,271.88,340.2
U000330,2025-07-03,US,Paid Search,0,0,0.0,0.0
U000329,2025-07-03,US,Paid Search,0,0,0.0,0.0
U000328,2025-07-03,US,Paid Search,1,13,500.88,340.2
U000327,2025-07-03,US,Paid Search,1,4,129.75,340.2
U000326,2025-07-03,US,Paid Search,0,0,0.0,0.0
U000325,2025-07-03,US,Paid Search,1,4,181.86,340.2
U000353,2025-07-03,UK,Paid Social,1,1,23.19,158.4
U000338,2025-07-03,US,Paid Search,1,10,457.01,340.2
U000354,2025-07-03,UK,Paid Social,1,1,20.93,158.4
U000385,2025-07-03,US,SEO,0,0,0.0,0.0
U000356,2025-07-03,UK,Paid Social,0,0,0.0,0.0
U000324,2025-07-03,UK,Paid Search,1,5,143.74,302.4
U000383,2025-07-03,US,SEO,1,7,168.79,567.0
U000382,2025-07-03,US,SEO,0,0,0.0,0.0
U000381,2025-07-03,UK,SEO,1,13,917.98,504.0
U000380,2025-07-03,UK,SEO,1,6,299.29,504.0
U000379,2025-07-03,DE,SEO,1,8,205.51,441.0
U000378,2025-07-03,DE,SEO,1,1,20.1,441.0
U000377,2025-07-03,DE,SEO,1,13,331.27,441.0
U000376,2025-07-03,BR,SEO,0,0,0.0,0.0
U000375,2025-07-03,BR,SEO,1,13,205.97,231.0
U000374,2025-07-03,BR,SEO,1,10,95.18,231.0
U000373,2025-07-03,US,Referral,1,2,73.1,386.1
U000372,2025-07-03,UK,Referral,1,10,448.62,343.2
U000355,2025-07-03,UK,Paid Social,1,3,57.43,158.4
U000371,2025-07-03,UK,Referral,1,1,42.16,343.2
U000369,2025-07-03,DE,Referral,1,13,353.87,300.3
U000368,2025-07-03,DE,Referral,1,3,92.31,300.3
U000367,2025-07-03,BR,Referral,0,0,0.0,0.0
U000366,2025-07-03,BR,Referral,0,0,0.0,0.0
U000365,2025-07-03,US,Paid Social,0,0,0.0,0.0
U000364,2025-07-03,US,Paid Social,0,0,0.0,0.0
U000363,2025-07-03,US,Paid Social,1,9,307.18,178.2
U000362,2025-07-03,US,Paid Social,0,0,0.0,0.0
U000361,2025-07-03,US,Paid Social,1,13,516.84,178.2
U000360,2025-07-03,US,Paid Social,1,8,273.16,178.2
U000359,2025-07-03,US,Paid Social,0,0,0.0,0.0
U000358,2025-07-03,US,Paid Social,1,3,81.34,178.2
U000357,2025-07-03,UK,Paid Social,1,13,260.75,158.4
U000370,2025-07-03,DE,Referral,1,2,37.4,300.3
U000323,2025-07-03,UK,Paid Search,1,10,266.84,302.4
U000384,2025-07-03,US,SEO,1,1,76.49,567.0
U000321,2025-07-03,UK,Paid Search,0,0,0.0,0.0
U000288,2025-07-03,US,Email,1,6,246.52,486.0
U000287,2025-07-03,UK,Email,1,9,207.77,432.0
U000286,2025-07-03,UK,Email,1,4,191.94,432.0
U000285,2025-07-03,UK,Email,0,0,0.0,0.0
U000284,2025-07-03,UK,Email,1,1,61.3,432.0
U000283,2025-07-03,UK,Email,0,0,0.0,0.0
U000282,2025-07-03,UK,Email,1,9,742.09,432.0
U000281,2025-07-03,UK,Email,1,13,317.1,432.0
U000280,2025-07-03,IN,Email,1,6,79.31,162.0
U000279,2025-07-03,IN,Email,0,0,0.0,0.0
U000278,2025-07-03,IN,Email,0,0,0.0,0.0
U000277,2025-07-03,IN,Email,0,0,0.0,0.0
U000276,2025-07-03,DE,Email,0,0,0.0,0.0
U000289,2025-07-03,US,Email,1,13,637.01,486.0
U000275,2025-07-03,DE,Email,1,1,30.1,378.0
U000272,2025-07-03,DE,Email,0,0,0.0,0.0
U000271,2025-07-03,BR,Email,1,1,18.23,198.0
U000270,2025-07-03,BR,Email,1,13,245.16,198.0
U000269,2025-07-03,BR,Email,1,4,45.64,198.0
U000268,2025-07-03,BR,Email,1,7,129.12,198.0
U000267,2025-07-03,US,Display,1,1,15.66,121.5
U000266,2025-07-03,UK,Display,1,1,12.31,108.0
U000265,2025-07-03,UK,Display,1,2,36.48,108.0
U000264,2025-07-03,UK,Display,0,0,0.0,0.0
U000263,2025-07-03,IN,Display,0,0,0.0,0.0
U000262,2025-07-03,DE,Display,1,3,55.34,94.5
U000322,2025-07-03,UK,Paid Search,1,1,27.43,302.4
U000261,2025-07-03,BR,Display,0,0,0.0,0.0
U000274,2025-07-03,DE,Email,1,4,157.79,378.0
U000290,2025-07-03,US,Email,0,0,0.0,0.0
U000273,2025-07-03,DE,Email,1,13,426.58,378.0
U000292,2025-07-03,US,Email,1,13,551.56,486.0
U000291,2025-07-03,US,Email,1,4,186.75,486.0
U000320,2025-07-03,UK,Paid Search,1,4,106.42,302.4
U000319,2025-07-03,UK,Paid Search,1,3,100.08,302.4
U000318,2025-07-03,UK,Paid Search,0,0,0.0,0.0
U000317,2025-07-03,UK,Paid Search,0,0,0.0,0.0
U000316,2025-07-03,UK,Paid Search,1,2,60.41,302.4
U000315,2025-07-03,UK,Paid Search,0,0,0.0,0.0
U000314,2025-07-03,UK,Paid Search,1,5,124.06,302.4
U000312,2025-07-03,UK,Paid Search,1,13,359.96,302.4
U000311,2025-07-03,IN,Paid Search,0,0,0.0,0.0
U000310,2025-07-03,IN,Paid Search,1,2,42.1,113.4
U000309,2025-07-03,IN,Paid Search,1,4,24.74,113.4
U000308,2025-07-03,IN,Paid Search,1,2,34.76,113.4
U000307,2025-07-03,IN,Paid Search,1,13,88.75,113.4
U000313,2025-07-03,UK,Paid Search,0,0,0.0,0.0
U000297,2025-07-03,BR,Paid Search,0,0,0.0,0.0
U000305,2025-07-03,IN,Paid Search,1,5,29.26,113.4
U000304,2025-07-03,IN,Paid Search,1,4,69.19,113.4
U000303,2025-07-03,DE,Paid Search,1,10,430.72,264.6
U000302,2025-07-03,DE,Paid Search,1,13,253.78,264.6
U000301,2025-07-03,DE,Paid Search,1,1,18.85,264.6
U000300,2025-07-03,DE,Paid Search,1,7,171.46,264.6
U000299,2025-07-03,DE,Paid Search,0,0,0.0,0.0
U000298,2025-07-03,BR,Paid Search,0,0,0.0,0.0
U000296,2025-07-03,BR,Paid Search,1,2,23.78,138.6
U000295,2025-07-03,US,Email,1,6,163.2,486.0
U000294,2025-07-03,US,Email,0,0,0.0,0.0
U000306,2025-07-03,IN,Paid Search,1,6,74.37,113.4
U000293,2025-07-03,US,Email,1,13,324.11,486.0
U000483,2025-07-04,UK,Paid Social,1,3,51.14,158.4
U000482,2025-07-04,UK,Paid Social,0,0,0.0,0.0
U000493,2025-07-04,US,Paid Social,1,2,79.08,178.2
U000484,2025-07-04,US,Paid Social,1,5,274.3,178.2
U000480,2025-07-04,UK,Paid Social,0,0,0.0,0.0
U000481,2025-07-04,UK,Paid Social,1,4,58.95,158.4
U000485,2025-07-04,US,Paid Social,0,0,0.0,0.0
U000492,2025-07-04,US,Paid Social,1,5,245.52,178.2
U000487,2025-07-04,US,Paid Social,1,6,116.93,178.2
U000488,2025-07-04,US,Paid Social,1,4,172.38,178.2
U000489,2025-07-04,US,Paid Social,1,2,38.71,178.2
U000490,2025-07-04,US,Paid Social,1,5,89.49,178.2
U000491,2025-07-04,US,Paid Social,0,0,0.0,0.0
U000479,2025-07-04,UK,Paid Social,0,0,0.0,0.0
U000486,2025-07-04,US,Paid Social,1,7,238.29,178.2
U000478,2025-07-04,UK,Paid Social,1,1,24.71,158.4
U000462,2025-07-04,DE,Paid Social,1,8,243.14,138.6
U000476,2025-07-04,UK,Paid Social,1,2,59.46,158.4
U000494,2025-07-04,US,Paid Social,0,0,0.0,0.0
U000460,2025-07-04,BR,Paid Social,1,1,14.5,72.6
U000461,2025-07-04,DE,Paid Social,1,9,133.33,138.6
U000463,2025-07-04,DE,Paid Social,1,2,53.74,138.6
U000464,2025-07-04,DE,Paid Social,1,13,394.54,138.6
U000465,2025-07-04,DE,Paid Social,0,0,0.0,0.0
U000466,2025-07-04,DE,Paid Social,0,0,0.0,0.0
U000468,2025-07-04,IN,Paid Social,0,0,0.0,0.0
U000469,2025-07-04,UK,Paid Social,0,0,0.0,0.0
U000470,2025-07-04,UK,Paid Social,0,0,0.0,0.0
U000471,2025-07-04,UK,Paid Social,1,1,17.57,158.4
U000472,2025-07-04,UK,Paid Social,1,3,62.22,158.4
U000473,2025-07-04,UK,Paid Social,1,1,22.99,158.4
U000474,2025-07-04,UK,Paid Social,1,2,69.1,158.4
U000475,2025-07-04,UK,Paid Social,0,0,0.0,0.0
U000477,2025-07-04,UK,Paid Social,1,1,22.65,158.4
U000495,2025-07-04,US,Paid Social,1,3,75.32,178.2
U000526,2025-07-04,US,SEO,1,2,85.53,567.0
U000497,2025-07-04,US,Paid Social,0,0,0.0,0.0
U000517,2025-07-04,IN,SEO,0,0,0.0,0.0
U000518,2025-07-04,IN,SEO,0,0,0.0,0.0
U000519,2025-07-04,UK,SEO,0,0,0.0,0.0
U000520,2025-07-04,UK,SEO,0,0,0.0,0.0
U000521,2025-07-04,UK,SEO,1,13,611.11,504.0
U000522,2025-07-04,UK,SEO,0,0,0.0,0.0
U000516,2025-07-04,DE,SEO,1,3,88.2,441.0
U000523,2025-07-04,US,SEO,1,6,188.37,567.0
U000525,2025-07-04,US,SEO,1,13,860.65,567.0
U000459,2025-07-04,BR,Paid Social,0,0,0.0,0.0
U000527,2025-07-04,US,SEO,1,13,225.52,567.0
U000528,2025-07-04,US,SEO,1,13,915.84,567.0
U000529,2025-07-04,US,SEO,0,0,0.0,0.0
U000530,2025-07-04,US,SEO,1,1,31.03,567.0
U000524,2025-07-04,US,SEO,1,13,511.01,567.0
U000515,2025-07-04,BR,SEO,1,2,61.68,231.0
U000514,2025-07-04,US,Referral,1,13,631.56,386.1
U000513,2025-07-04,US,Referral,0,0,0.0,0.0
U000498,2025-07-04,US,Paid Social,1,2,60.43,178.2
U000499,2025-07-04,US,Paid Social,0,0,0.0,0.0
U000500,2025-07-04,US,Paid Social,1,8,209.79,178.2
U000501,2025-07-04,BR,Referral,1,11,214.5,157.3
U000502,2025-07-04,BR,Referral,0,0,0.0,0.0
U000503,2025-07-04,DE,Referral,1,8,178.99,300.3
U000504,2025-07-04,DE,Referral,1,13,140.43,300.3
U000505,2025-07-04,DE,Referral,0,0,0.0,0.0
U000506,2025-07-04,DE,Referral,1,13,504.31,300.3
U000507,2025-07-04,DE,Referral,1,4,91.44,300.3
U000508,2025-07-04,DE,Referral,0,0,0.0,0.0
U000509,2025-07-04,IN,Referral,0,0,0.0,0.0
U000510,2025-07-04,UK,Referral,0,0,0.0,0.0
U000511,2025-07-04,UK,Referral,0,0,0.0,0.0
